id,starting_street,end_street,total_distance,total_travel_time,number_of_steps,street_for_each_step,distance_per_step,travel_time_per_step,step_maneuvers,step_direction,step_location_list
id3964550,Old Slip,Fulton Street,1757.2,222.0,9,Old Slip|South Street|Broad Street|South William Street|William Street|Maiden Lane|Nassau Street|Fulton Street|Fulton Street,93.8|312.6|276.7|172.3|363.5|138.8|162.8|236.7|0,14.5|37.3|37.6|19.3|42.9|16.1|25.9|28.4|0,depart|turn|turn|turn|turn|turn|turn|turn|arrive,right|right|right|right|slight left|left|right|left|arrive,"-74.008696,40.703847|-74.007989,40.703198|-74.011156,40.701794|-74.011569,40.704249|-74.009984,40.705148|-74.008016,40.707988|-74.008893,40.709044|-74.007745,40.710221|-74.010107,40.71137"
id1076370,3rd Avenue,East 53rd Street,1443.1,121.5,3,3rd Avenue|East 53rd Street|East 53rd Street,1014.2|428.9|0,87.5|34|0,depart|turn|arrive,left|left|arrive,"-73.975177,40.749706|-73.969372,40.757694|-73.97382,40.759569"
id0580489,Reade Street,Cortlandt Street,1187.3,171.9,6,Reade Street|Hudson Street|Duane Street|Broadway|Cortlandt Street|Cortlandt Street,14|81.2|363.5|716.3|12.3|0,3.4|16.2|48.9|102.1|1.3|0,depart|turn|turn|end of road|turn|arrive,right|right|right|right|right|arrive,"-74.009059,40.716128|-74.009201,40.716193|-74.009115,40.71692|-74.00542,40.715236|-74.009988,40.709806|-74.010112,40.709864"
id2148413,Lexington Avenue,West 45th Street,1141.0,94.8,3,Lexington Avenue|East 45th Street|West 45th Street,446.1|694.9|0,43.4|51.4|0,depart|turn|arrive,none|right|arrive,"-73.972087,40.756877|-73.974648,40.753367|-73.981853,40.756408"
id2547697,Broadway,West 130th Street,2865.6,249.3,5,Broadway|West 145th Street|Adam Clayton Powell Jr. Boulevard|West 130th Street|West 130th Street,251.1|1101.7|1209.6|303.2|0,27.3|90.1|84.3|47.6|0,depart|turn|turn|turn|arrive,none|left|right|left|arrive,"-73.949141,40.828473|-73.950582,40.826496|-73.939153,40.821668|-73.946106,40.812152|-73.942944,40.810846"
id2282087,North End Avenue,West 23rd Street,4420.1,539.9,8,North End Avenue|North End Avenue|Chambers Street|West Street|West 10th Street|6th Avenue|West 23rd Street|West 23rd Street,30.2|218.1|106.9|1798|984.5|1031.1|251.2|0,6|26.7|22.9|170.5|140.3|143.3|30.2|0,depart|turn|end of road|turn|turn|turn|turn|arrive,none|left|right|left|right|left|right|arrive,"-74.015212,40.716254|-74.015232,40.716008|-74.013844,40.717612|-74.012759,40.717114|-74.01016,40.733145|-73.998714,40.734784|-73.992805,40.742901|-73.990199,40.741804"
id0751955,East 50th Street,West 18th Street,4419.4,460.9,6,East 50th Street|2nd Avenue|East 37th Street|7th Avenue|West 18th Street|West 18th Street,325.1|1042.1|1423.4|1503.8|125|0,27.3|91.8|118.4|209.4|14|0,depart|turn|turn|turn|turn|arrive,none|right|right|left|left|arrive,"-73.97189,40.756301|-73.96852,40.754877|-73.974485,40.74667|-73.989243,40.752895|-73.997862,40.741056|-73.996565,40.740511"
id2129627,East 49th Street,7th Avenue,2203.1,214.1,5,East 49th Street|5th Avenue|West 37th Street|7th Avenue|7th Avenue,362.4|962.2|584.5|294|0,37|88.8|49.5|38.8|0,depart|turn|turn|turn|arrive,right|left|right|left|arrive,"-73.973896,40.756329|-73.977655,40.757912|-73.98318,40.750341|-73.989243,40.752895|-73.990925,40.750579"
id0265700,6th Avenue,Gansevoort Street,1112.2,149.8,5,6th Avenue|West 14th Street|Hudson Street|Gansevoort Street|Gansevoort Street,10.2|799|161.9|141|0,8.5|102.1|23.5|15.7|0,depart|turn|turn|turn|arrive,none|left|left|right|arrive,"-73.996898,40.73728|-73.99684,40.737361|-74.005127,40.740851|-74.005407,40.739413|-74.00708,40.739398"
id2026272,7th Avenue,East 48th Street,2744.2,310.4,8,7th Avenue|West 30th Street|6th Avenue|West 36th Street|Park Avenue|Park Avenue|East 48th Street|East 48th Street,152.4|274|484.9|628.5|261.2|763|180.2|0,26.4|37.9|68.5|54.4|35.2|60.2|27.8|0,depart|turn|turn|turn|turn|fork|turn|arrive,none|left|left|right|left|slight left|right|arrive,"-73.99159,40.749669|-73.992463,40.748469|-73.989617,40.747277|-73.986824,40.751088|-73.98031,40.748336|-73.978811,40.750392|-73.974816,40.755897|-73.972949,40.755106"
id1762412,3rd Avenue,East 125th Street,4232.3,339.8,3,3rd Avenue|East 125th Street|East 125th Street,4133.7|98.6|0,334.3|5.5|0,depart|turn|arrive,none|left|arrive,"-73.959551,40.77119|-73.93582,40.803722|-73.936848,40.804147"
id1438366,West 66th Street,West 56th Street,1622.2,175.7,8,West 66th Street|Broadway|Columbus Avenue|9th Avenue|West 57th Street|7th Avenue|West 56th Street|West 56th Street,29.2|143.4|431.4|167.4|547.8|86.6|216.5|0,13.2|12|33.9|18.5|53.9|13|31.2|0,depart|turn|turn|new name|turn|turn|turn|arrive,none|sharp left|slight right|straight|left|right|left|arrive,"-73.982023,40.773792|-73.982324,40.773922|-73.982295,40.772633|-73.984777,40.769241|-73.985718,40.767916|-73.980036,40.765521|-73.980531,40.764839|-73.978281,40.763898"
id3583572,West 54th Street,9th Avenue,913.3,76.7,3,West 54th Street|9th Avenue|9th Avenue,22.1|891.2|0,5.5|71.2|0,depart|turn|arrive,left|right|arrive,"-73.987355,40.76609|-73.987125,40.765994|-73.992231,40.758977"
id2631464,6th Avenue,West 74th Street,3599.1,346.0,8,6th Avenue|Central Park South|Central Park West|West 62nd Street|Broadway|Amsterdam Avenue|West 74th Street|West 74th Street,1096.6|513.5|232|140.4|861.7|212.1|542.7|0,105|38.2|27.7|11.5|63.7|19.9|80|0,depart|turn|rotary|turn|turn|turn|turn|arrive,right|left|slight right|left|right|slight right|right|arrive,"-73.982513,40.75704|-73.976221,40.765671|-73.981407,40.768031|-73.980576,40.769911|-73.98204,40.770515|-73.981898,40.778256|-73.980675,40.779923|-73.975043,40.777552"
id1068042,Washington Street,Henry Street,4182.3,504.1,12,Washington Street|Gansevoort Street|10th Avenue|West Street|Canal Street|Mott Street|Oliver Street|Chatham Square|East Broadway|Catherine Street|Henry Street|Henry Street,197.4|133.1|109.2|1484.8|1495.6|389.7|16|52.1|67.9|75.4|161.1|0,22.7|19.4|16.5|139.7|199.5|50.1|4.5|9.2|11.4|13|18.1|0,depart|turn|turn|merge|turn|turn|turn|turn|turn|turn|turn|arrive,none|right|left|slight right|left|right|left|left|right|right|left|arrive,"-74.0074,40.741038|-74.008051,40.73938|-74.009624,40.739354|-74.010119,40.738517|-74.011285,40.72521|-73.997753,40.716826|-73.998681,40.713519|-73.99852,40.713443|-73.997981,40.713673|-73.997298,40.713469|-73.997116,40.712805|-73.995216,40.712958"
id3123645,9th Avenue,9th Avenue,84.8,6.6,2,9th Avenue|9th Avenue,84.8|0,6.6|0,depart|arrive,left|arrive,"-73.987319,40.765725|-73.987802,40.765056"
id2646792,Warren Street,West 10th Street,3241.3,364.4,6,Warren Street|West Broadway|Murray Street|West Street|West 10th Street|West 10th Street,69.7|73.6|279.9|2012.2|805.9|0,12|12.2|37.2|191.6|111.4|0,depart|turn|turn|turn|turn|arrive,none|right|right|right|right|arrive,"-74.010386,40.715273|-74.009678,40.71495|-74.010128,40.714383|-74.013214,40.715219|-74.01016,40.733145|-74.000785,40.73457"
id0792550,East 87th Street,East 82nd Street,576.5,72.9,4,East 87th Street|5th Avenue|East 82nd Street|East 82nd Street,133.7|415|27.9|0,26.6|42.4|3.9|0,depart|turn|turn|arrive,right|left|left|arrive,"-73.958535,40.781628|-73.959922,40.782213|-73.962303,40.778947|-73.962014,40.778825"
id1962738,3rd Avenue,East 12th Street,3456.0,391.0,5,3rd Avenue|East 50th Street|2nd Avenue|East 12th Street|East 12th Street,10.4|214|3031.4|200.1|0,4.7|18|346|22.3|0,depart|turn|turn|turn|arrive,none|right|right|left|arrive,"-73.970796,40.755736|-73.970736,40.755818|-73.96852,40.754877|-73.985909,40.731019|-73.983834,40.730145"
id3181847,8th Avenue,East 27th Street,1930.7,251.0,7,8th Avenue|West 30th Street|Broadway|West 28th Street|2nd Avenue|East 27th Street|East 27th Street,26.8|656.8|170.7|973.3|79.6|23.5|0,5.1|80|25.2|125.1|13|2.6|0,depart|turn|turn|turn|end of road|turn|arrive,right|right|right|left|right|right|arrive,"-73.99545,40.749463|-73.995296,40.749674|-73.98848,40.746809|-73.988729,40.745286|-73.978635,40.741034|-73.979091,40.740407|-73.979334,40.74051"
id2474995,West 65th Street,Lexington Avenue,3413.1,277.8,7,West 65th Street|Broadway|Columbus Avenue|9th Avenue|West 46th Street|Lexington Avenue|Lexington Avenue,143.7|51.8|431.4|1047.8|1598.6|139.9|0,11.8|4.9|33.9|89.3|126.8|11.1|0,depart|turn|turn|new name|turn|turn|arrive,right|right|slight right|straight|left|right|arrive,"-73.9838,40.773721|-73.982305,40.773099|-73.982295,40.772633|-73.984777,40.769241|-73.990767,40.760986|-73.97419,40.753994|-73.974992,40.752893"
id3532534,East 10th Street,14th Street Loop,656.6,99.4,4,East 10th Street|Avenue A|14th Street Loop|14th Street Loop,176.5|327.8|152.2|0,28.6|53.9|16.9|0,depart|turn|new name|arrive,none|right|straight|arrive,"-73.980398,40.727074|-73.982228,40.727846|-73.980353,40.730428|-73.978919,40.731076"
id2136759,William Street,Greenwich Street,1613.9,215.1,7,William Street|Maiden Lane|Cortlandt Street|Church Street|Reade Street|Greenwich Street|Greenwich Street,213.5|265.8|119.3|643|318|54.4|0,26.2|31.6|17.1|95.2|39|6|0,depart|turn|new name|turn|turn|end of road|arrive,left|left|straight|right|left|left|arrive,"-74.009469,40.706417|-74.008016,40.707988|-74.009988,40.709806|-74.011193,40.710369|-74.007552,40.715441|-74.010784,40.716915|-74.010908,40.716435"
id3415363,North End Avenue,Chambers Street,991.5,123.3,3,North End Avenue|Chambers Street|Chambers Street,342.2|649.3|0,40.7|82.6|0,depart|end of road|arrive,right|right|arrive,"-74.015991,40.715052|-74.013844,40.717612|-74.007242,40.714606"
id2157217,Riverside Boulevard,East 65th Street,3000.1,259.2,7,Riverside Boulevard|West 70th Street|West End Avenue|West 65th Street|65th Street Transverse|East 65th Street|East 65th Street,42|245.6|395.5|823.6|885.6|607.9|0,8.9|39.4|39.1|64|60.1|47.7|0,depart|turn|turn|turn|new name|new name|arrive,left|right|right|left|straight|straight|arrive,"-73.988194,40.779203|-73.988001,40.779551|-73.985445,40.778488|-73.987735,40.775384|-73.979193,40.771782|-73.970281,40.768025|-73.963977,40.765366"
id0845238,Greenwich Street,Park Avenue Tunnel,4799.2,665.5,15,Greenwich Street|Franklin Street|Hudson Street|Ericsson PI|Beach Street|West Broadway|Laguardia Place|Washington Square South|Washington Square East|University Place|East 14th Street|Union Square East|Park Avenue South|Park Avenue Tunnel|Park Avenue Tunnel,199.5|130.9|151.4|135|119.6|880.3|389|78.9|154|596.2|172.6|251.9|1253.4|286.7|0,31.7|21.9|25.4|19.5|15.5|114.7|51.7|16.2|19.2|82.5|30.6|34.2|170.4|32|0,depart|turn|turn|turn|on ramp|new name|new name|end of road|continue|turn|turn|turn|new name|fork|arrive,none|left|left|right|straight|slight left|straight|right|left|straight|right|sharp left|straight|slight left|arrive,"-74.009926,40.721223|-74.010239,40.719445|-74.008699,40.719296|-74.008466,40.720646|-74.006894,40.720475|-74.005489,40.720342|-73.999865,40.727008|-73.997358,40.729944|-73.996569,40.729563|-73.995572,40.730723|-73.991692,40.735204|-73.989898,40.734456|-73.988932,40.736522|-73.981781,40.746402|-73.980189,40.748667"
id2123796,7th Avenue,9th Avenue,1545.9,200.9,6,7th Avenue|West 31st Street|8th Avenue|West 42nd Street|9th Avenue|9th Avenue,88.9|273.6|881.6|273.8|28.1|0,16.1|32.6|112.7|38|1.5|0,depart|turn|turn|turn|turn|arrive,right|right|right|left|left|arrive,"-73.991495,40.7498|-73.992006,40.749101|-73.994845,40.750294|-73.989791,40.757234|-73.992631,40.75843|-73.992793,40.758209"
id1712175,Bedford Avenue,Bedford Avenue,1378.2,111.7,2,Bedford Avenue|Bedford Avenue,1378.2|0,111.7|0,depart|arrive,none|arrive,"-73.956201,40.694869|-73.96286,40.705688"
id2002413,West 31st Street,River Terrace,5013.7,571.1,9,West 31st Street|9th Avenue|Hudson Street|Gansevoort Street|10th Avenue|West Street|Chambers Street|River Terrace|River Terrace,356|1342.7|161.9|355.9|109.2|2383.5|192.1|112.5|0,47.2|182.1|23.5|44.3|16.5|221|23.9|12.6|0,depart|turn|new name|turn|end of road|merge|turn|new name|arrive,right|left|straight|right|left|slight right|right|left|arrive,"-73.994021,40.749948|-73.997716,40.7515|-74.005127,40.740851|-74.005407,40.739413|-74.009624,40.739354|-74.010119,40.738517|-74.01304,40.717242|-74.014999,40.718124|-74.015987,40.717455"
id0356066,10th Avenue,East 52nd Street,4100.1,410.3,6,10th Avenue|West 36th Street|Park Avenue|Park Avenue|East 52nd Street|East 52nd Street,771.2|1725.5|261.2|1081.1|261|0,106.4|140.2|35.2|89|39.5|0,depart|turn|turn|fork|turn|arrive,left|right|left|slight left|right|arrive,"-74.002631,40.749802|-73.998209,40.755873|-73.98031,40.748336|-73.978811,40.750392|-73.972965,40.75839|-73.97026,40.757247"
id1258101,East 52nd Street,2nd Avenue,770.1,78.4,3,East 52nd Street|2nd Avenue|2nd Avenue,202.8|567.3|0,33.2|45.2|0,depart|turn|arrive,left|right|arrive,"-73.969711,40.757018|-73.967609,40.756129|-73.970865,40.751665"
id2417924,Flatbush Avenue,Washington Street,6091.5,436.6,10,Flatbush Avenue|Flatbush Avenue|Flatbush Avenue|Tillary Street|Jay Street|Sands Street|Adams Street|York Street|Washington Street|Washington Street,536|1706.9|2759.1|223.7|443.3|152.1|142.4|88.4|39.6|0,29.7|98.6|203.2|18.3|39.2|11.9|16.9|13|5.8|0,depart|continue|fork|turn|turn|turn|new name|turn|turn|arrive,left|slight left|straight|left|right|left|slight right|left|right|arrive,"-73.959904,40.655822|-73.960624,40.6606|-73.969644,40.674236|-73.984451,40.696127|-73.987099,40.696239|-73.986951,40.700206|-73.988714,40.700313|-73.988627,40.701592|-73.989675,40.701615|-73.989634,40.70197"
id3805790,East 60th Street,East 72nd Street,1572.8,127.1,4,East 60th Street|3rd Avenue|East 72nd Street|East 72nd Street,22|960.7|590.1|0,5.2|79.3|42.6|0,depart|turn|turn|arrive,none|right|right|arrive,"-73.965892,40.762085|-73.966116,40.762186|-73.960604,40.769747|-73.954482,40.767168"
id2704442,West 54th Street,East 32nd Street,3167.2,292.5,6,West 54th Street|9th Avenue|West 36th Street|5th Avenue|East 32nd Street|East 32nd Street,7.4|1437.6|1130.4|325.1|266.6|0,4.6|120.4|86|49.7|31.8|0,depart|turn|turn|turn|turn|arrive,left|right|left|right|left|arrive,"-73.987202,40.766026|-73.987125,40.765994|-73.995343,40.754667|-73.983621,40.749724|-73.985492,40.747168|-73.982728,40.746001"
id2948185,East 46th Street,East 71st Street,2295.7,243.6,6,East 46th Street|Vanderbilt Avenue|East 47th Street|Madison Avenue|East 71st Street|East 71st Street,75.3|77.9|86.9|1922.4|133.1|0,12.4|16.5|16.5|179.1|19.1|0,depart|turn|turn|turn|turn|arrive,right|left|left|right|left|arrive,"-73.977297,40.755304|-73.976516,40.754974|-73.976069,40.755587|-73.976967,40.755971|-73.965933,40.7711|-73.967313,40.771683"
id1791435,West 53rd Street,West 47th Street,1530.9,146.5,6,West 53rd Street|10th Avenue|West 54th Street|9th Avenue|West 47th Street|West 47th Street,256.3|80.7|273.1|557.2|363.6|0,20.9|13.1|21.9|46.9|43.7|0,depart|turn|turn|turn|turn|arrive,right|right|right|right|right|arrive,"-73.987756,40.765442|-73.990425,40.766548|-73.989962,40.767183|-73.987125,40.765994|-73.990316,40.761606|-73.994088,40.763195"
id3404233,Columbus Avenue,7th Avenue South,4924.3,520.7,5,Columbus Avenue|9th Avenue|West 36th Street|7th Avenue|7th Avenue South,299.8|1849.4|545|2230.1|0,22.6|153.1|41.7|303.3|0,depart|new name|turn|turn|arrive,none|straight|left|right|arrive,"-73.983037,40.771592|-73.984777,40.769241|-73.995343,40.754667|-73.989688,40.752289|-74.002221,40.734638"
id2805878,East 72nd Street,7th Avenue,4019.7,364.4,5,East 72nd Street|Park Avenue|East 37th Street|7th Avenue|7th Avenue,122.2|2886.2|885.9|125.3|0,17.2|258.1|73.2|15.9|0,depart|turn|turn|turn|arrive,left|left|right|left|arrive,"-73.962648,40.770611|-73.963917,40.771144|-73.980051,40.749028|-73.989243,40.752895|-73.989958,40.751907"
id2326479,Park Avenue South,West 37th Street,1952.9,218.3,4,Park Avenue South|Park Avenue|East 37th Street|West 37th Street,735.1|326.7|891.1|0,100.3|49.8|68.2|0,depart|fork|turn|arrive,none|slight right|left|arrive,"-73.985957,40.7406|-73.981781,40.746402|-73.979861,40.74895|-73.989107,40.752839"
id0197494,West 49th Street,Central Park West,2708.9,268.5,4,West 49th Street|8th Avenue|Central Park West|Central Park West,290.1|777.3|1641.4|0,27.1|89.5|151.9|0,depart|turn|rotary|arrive,right|right|right|arrive,"-73.983557,40.7604|-73.986566,40.761668|-73.981997,40.767688|-73.972883,40.780437"
id2846932,Lafayette Street,10th Avenue,3502.1,457.3,6,Lafayette Street|4th Avenue|Union Square East|East 17th Street|10th Avenue|10th Avenue,348.1|388.6|251.9|1724.3|789|0,45.1|53.5|39.6|210.9|108.2|0,depart|new name|new name|turn|turn|arrive,right|straight|straight|left|right|arrive,"-73.992673,40.728421|-73.99041,40.731002|-73.989898,40.734456|-73.988932,40.736522|-74.006811,40.744061|-74.002287,40.750272"
id3943257,8th Avenue,East 23rd Street,1911.0,249.4,5,8th Avenue|West 26th Street|Park Avenue South|East 23rd Street|East 23rd Street,15.7|1164.5|241|489.7|0,5.9|144.4|38.3|60.8|0,depart|turn|turn|turn|arrive,right|right|right|left|arrive,"-73.997189,40.747074|-73.997099,40.747198|-73.985024,40.742107|-73.986409,40.740211|-73.981338,40.738061"
id3260140,East Houston Street,2nd Avenue,1310.8,198.8,7,East Houston Street|East Houston Street|East 1st Street|1st Avenue|East 9th Street|2nd Avenue|2nd Avenue,191.4|90.4|149.5|624.5|228.1|26.9|0,30.4|20.5|20.8|91.2|32.9|3|0,depart|continue|turn|turn|turn|turn|arrive,right|uturn|right|right|left|left|arrive,"-73.98844,40.722807|-73.986335,40.722162|-73.987098,40.72254|-73.988451,40.723277|-73.984875,40.728194|-73.987239,40.729192|-73.987393,40.72898"
id1265142,West 96th Street,3rd Avenue,2331.7,178.5,5,West 96th Street|97th Street Transverse|East 96th Street|3rd Avenue|3rd Avenue,224.5|926.3|620.7|560.2|0,16.7|62.6|56.1|43.1|0,depart|new name|new name|turn|arrive,right|straight|straight|left|arrive,"-73.967039,40.792653|-73.964707,40.791674|-73.955769,40.78791|-73.949331,40.785194|-73.946113,40.789602"
id3355301,William Street,Hudson Street,3447.6,382.8,8,William Street|Beekman Street|Park Row|Barclay Street|West Street|West 10th Street|Hudson Street|Hudson Street,137|197.2|107.5|523|2100.8|333.8|48.2|0,24.9|28.8|13.7|63.2|200.7|46.2|5.3|0,depart|end of road|end of road|new name|end of road|turn|turn|arrive,left|left|left|straight|right|right|left|arrive,"-74.006579,40.709414|-74.005599,40.710397|-74.00705,40.711788|-74.008123,40.711993|-74.013418,40.714438|-74.01016,40.733145|-74.006279,40.733743|-74.006209,40.734173"
id2555917,West 24th Street,5th Avenue,1582.3,189.2,3,West 24th Street|5th Avenue|5th Avenue,1556.8|25.4|0,186.4|2.8|0,depart|end of road|arrive,left|right|arrive,"-74.005059,40.748937|-73.989093,40.74221|-73.989244,40.742012"
id2465509,Broadway,West 90th Street,1274.5,123.4,4,Broadway|Broadway|West 90th Street|West 90th Street,1165|97.6|11.9|0,99.9|21.8|1.7|0,depart|continue|turn|arrive,none|uturn|left|arrive,"-73.980775,40.782311|-73.974037,40.791438|-73.97468,40.790874|-73.974553,40.790827"
id2391270,West End Ave.,West 86th Street,1249.8,110.5,3,West End Ave.|West 86th Street|West 86th Street,476.3|773.6|0,48.4|62.1|0,depart|turn|arrive,left|left|arrive,"-73.975138,40.792639|-73.977863,40.788887|-73.969835,40.785507"
id0402731,5th Avenue,Broadway,2559.2,243.6,5,5th Avenue|86th Street Transverse Road|West 86th Street|Broadway|Broadway,276.2|907.6|699.5|676|0,28|103.6|58.7|53.3|0,depart|turn|new name|turn|arrive,none|right|straight|left|arrive,"-73.959328,40.783027|-73.960919,40.780856|-73.969349,40.785303|-73.976607,40.788361|-73.980631,40.783107"
id1348375,York Avenue,3rd Avenue,1286.1,104.1,4,York Avenue|East 72nd Street|3rd Avenue|3rd Avenue,22.1|661.3|602.8|0,5.5|51.2|47.4|0,depart|turn|turn|arrive,none|right|right|arrive,"-73.953618,40.767031|-73.953744,40.766857|-73.960604,40.769747|-73.957157,40.774496"
id1245818,East 45th Street,Vanderbilt Avenue,490.8,48.2,3,East 45th Street|Vanderbilt Avenue|Vanderbilt Avenue,433|57.8|0,39.9|8.3|0,depart|turn|arrive,right|left|arrive,"-73.972483,40.752457|-73.976974,40.754349|-73.977304,40.753893"
id0792793,West 58th Street,East 24th Street,4374.8,448.6,6,West 58th Street|Broadway|West 57th Street|Lexington Avenue|East 24th Street|East 24th Street,320.9|93.3|1225.9|2637.8|96.9|0,50.8|14.8|83.9|288.3|10.8|0,depart|turn|turn|turn|turn|arrive,right|right|left|right|left|arrive,"-73.985051,40.768506|-73.98171,40.767119|-73.981848,40.766287|-73.969132,40.760929|-73.984264,40.740168|-73.983258,40.739747"
id0754066,East 79th Street,East 62nd Street,1531.5,157.1,4,East 79th Street|Park Avenue|East 62nd Street|East 62nd Street,5.5|1378|148.1|0,4.4|129.5|23.2|0,depart|turn|turn|arrive,none|right|left|arrive,"-73.960676,40.775699|-73.960619,40.775675|-73.968543,40.764837|-73.967008,40.764188"
id0154793,East 43rd Street,East 65th Street,2257.2,221.4,6,East 43rd Street|Madison Avenue|East 66th Street|5th Avenue|East 65th Street|East 65th Street,44.8|1840.9|155.2|79|137.2|0,10.5|171.9|17.6|12.6|8.8|0,depart|turn|turn|turn|turn|arrive,left|right|left|left|left|arrive,"-73.978318,40.753285|-73.978783,40.753481|-73.968215,40.767967|-73.969825,40.768646|-73.970281,40.768025|-73.968858,40.767425"
id2446345,York Avenue,East 55th Street,1878.4,194.1,4,York Avenue|Sutton Place|East 55th Street|East 55th Street,1273.4|412.5|192.5|0,114.4|52.1|27.6|0,depart|new name|turn|arrive,none|straight|right|arrive,"-73.951952,40.769327|-73.959254,40.759305|-73.961622,40.756059|-73.963618,40.756901"
id0577063,Lafayette Street,State Street Plaza,2563.7,327.7,8,Lafayette Street|Canal Street|Mott Street|Oliver Street|Saint James Place|Pearl Street|Water Street|State Street Plaza,25.5|297.9|389.7|48.5|310.6|504.6|987|0,9.1|43.5|50.1|6.4|38.7|53|126.9|0,depart|turn|turn|turn|turn|new name|new name|arrive,none|left|right|left|right|straight|straight|arrive,"-74.000361,40.718619|-74.000532,40.71843|-73.997753,40.716826|-73.998681,40.713519|-73.998226,40.713254|-74.00046,40.711034|-74.004067,40.70745|-74.013419,40.70238"
id3082296,East 64th Street,West 55th Street,1481.6,154.8,6,East 64th Street|Lexington Avenue|East 57th Street|5th Avenue|West 55th Street|West 55th Street,73.3|562.8|466.2|165.1|214.1|0,14.7|53.1|39.3|16.9|30.8|0,depart|turn|turn|turn|turn|arrive,none|right|right|left|right|arrive,"-73.966661,40.765677|-73.9659,40.765357|-73.969132,40.760929|-73.973968,40.762967|-73.974915,40.761667|-73.977137,40.762601"
id0041298,East 31st Street,3rd Avenue,4509.6,401.2,7,East 31st Street|Park Avenue South|Park Avenue|East 36th Street|3rd Avenue|3rd Avenue|3rd Avenue,287.7|158|248.6|305.4|1518.2|1991.7|0,38.1|19.7|35.8|29.3|122|156.3|0,depart|turn|fork|turn|turn|fork|arrive,right|right|slight right|right|left|slight right|arrive,"-73.979654,40.743888|-73.982641,40.74514|-73.981781,40.746402|-73.98031,40.748336|-73.977146,40.746996|-73.968457,40.758954|-73.957053,40.77463"
id1586652,East 52nd Street,7th Avenue South,5234.2,627.2,9,East 52nd Street|3rd Avenue|East 53rd Street|5th Avenue|West 9th Street|Christopher Street|Grove Street|7th Avenue South|7th Avenue South,114.8|79.6|622.8|3501.1|299|187.8|170.2|258.8|0,23.9|11.7|56.2|420.4|33.4|25|23.6|33|0,depart|turn|turn|turn|turn|new name|fork|turn|arrive,left|left|left|left|right|straight|slight left|left|arrive,"-73.971021,40.757566|-73.969828,40.757067|-73.969372,40.757694|-73.975831,40.760418|-73.995904,40.732859|-73.999014,40.734147|-74.001205,40.733843|-74.00305,40.733221|-74.004251,40.73108"
id1413782,West 60th Street,Amsterdam Avenue,4712.8,393.9,7,West 60th Street|Amsterdam Avenue|West 73rd Street|Broadway|Cathedral Parkway|Amsterdam Avenue|Amsterdam Avenue,20.2|1046|50.5|3050.3|264.8|281|0,10.4|85.9|5.5|243|24.6|24.5|0,depart|turn|turn|turn|turn|turn|arrive,right|left|left|right|right|left|arrive,"-73.987369,40.771121|-73.987159,40.771033|-73.981152,40.779264|-73.981668,40.779495|-73.966619,40.804137|-73.963867,40.802984|-73.962233,40.805187"
id2915505,West Street,Cortlandt Alley,1679.0,225.8,10,West Street|Harrison Street|Hudson Street|Franklin Street|Church Street|Walker Street|Lafayette Street|White Street|Cortlandt Alley|Cortlandt Alley,308.6|299|73.4|321.4|156.2|333.3|85.5|79.1|22.4|0,32.7|38.9|12.3|47.8|23.6|43.7|13.5|10.9|2.4|0,depart|turn|end of road|turn|turn|turn|turn|turn|turn|arrive,right|right|left|right|left|right|right|right|right|arrive,"-74.012958,40.716315|-74.012325,40.719048|-74.008819,40.718642|-74.008699,40.719296|-74.005269,40.718256|-74.00437,40.719484|-74.000988,40.717932|-74.001565,40.7173|-74.00235,40.71769|-74.002207,40.71786"
id0261226,2nd Avenue,West 57th Street,2807.5,209.7,3,2nd Avenue|East 57th Street|West 57th Street,1442.2|1365.2|0,120.1|89.6|0,depart|turn|arrive,none|right|arrive,"-73.95701,40.770658|-73.965292,40.75931|-73.979454,40.765276"
id0352859,Lexington Avenue,West 33rd Street,4326.2,443.6,7,Lexington Avenue|East 57th Street|5th Avenue|West 31st Street|6th Avenue|West 33rd Street|West 33rd Street,1016.1|466.2|2088.7|309.8|155.1|290.2|0,94.8|39.3|209.3|40.8|26.9|32.5|0,depart|turn|turn|turn|turn|turn|arrive,left|right|left|right|right|left|arrive,"-73.963299,40.768925|-73.969132,40.760929|-73.973968,40.762967|-73.985954,40.746529|-73.989157,40.747896|-73.988265,40.749116|-73.991279,40.750379"
id1561152,East 57th Street,West 71st Street,2460.1,240.1,6,East 57th Street|6th Avenue|Central Park South|Central Park West|West 71st Street|West 71st Street,478|170.9|513.5|947.1|350.7|0,34.5|20.5|38.2|94.4|52.5|0,depart|turn|turn|rotary|turn|arrive,right|right|left|slight right|left|arrive,"-73.972236,40.762237|-73.977196,40.764324|-73.976221,40.765671|-73.981407,40.768031|-73.976458,40.775533|-73.980097,40.777065"
id0717152,West 42nd Street,West 33rd Street,1509.8,211.6,6,West 42nd Street|7th Avenue|West 32nd Street|6th Avenue|West 33rd Street|West 33rd Street,51|804.3|275.3|77.6|301.6|0,9.9|113.4|38.3|16.2|33.8|0,depart|turn|turn|turn|turn|arrive,right|right|left|left|left|arrive,"-73.987478,40.756259|-73.986949,40.756036|-73.991563,40.749706|-73.988708,40.748504|-73.988265,40.749116|-73.991396,40.750429"
